Oppenheimer;OPPENHEIMER;imagenes/Oppenheimer.jpg;imagenes/PortadaOppenheimer.jpg;En tiempos de guerra, el brillante físico estadounidense Julius Robert Oppenheimer (Cillian Murphy), al frente del "Proyecto Manhattan", lidera los ensayos nucleares para construir la bomba atómica para su país. Impactado por su poder destructivo, Oppenheimer se cuestiona las consecuencias morales de su creación. Desde entonces y el resto de su vida, se opondría firmemente al uso de armas nucleares.;ACCION;3h;Cillian Murphy
Barbie;BARBIE;imagenes/Barbie.jpg;imagenes/PortadaBarbie.jpg;Barbie (Margot Robbie) lleva una vida ideal en Barbieland, allí todo es perfecto, con chupi fiestas llenas de música y color, y todos los días son el mejor día. Claro que Barbie se hace algunas preguntas, cuestiones bastante incómodas que no encajan con el mundo idílico en el que ella y las demás Barbies viven. Cuando Barbie se dé cuenta de que es capaz de apoyar los talones en el suelo, y tener los pies planos, decidirá calzarse unos zapatos sin tacones y viajar hasta el mundo real.;COMEDIA;1h 54m;Margot Robie
SawX;SAWX;imagenes/SawX.jpg;imagenes/SawX.jpg;Situada entre los acontecimientos sucedidos en SAW y SAW II, John, desesperado y enfermo, viaja a México para someterse a un tratamiento experimental y muy arriesgado con la esperanza de curar su cáncer mortal. Sin embargo, toda la operación resulta ser un fraude para engañar a aquellos más vulnerables. Lleno de rabia y con un nuevo y escabroso propósito, John retomará su trabajo como asesino en serie y dará a probar su propia medicina a los embaucadores. Bajo la atenta mirada de Jigsaw, los jóvenes se enfrentaran a las trampas más ingeniosas, mortales y tortuosas en un visceral y despiadado juego.;TERROR;1h 58m;Tobin Bell
Campeonex;CAMPEONEX;imagenes/Campeonex.jpg;imagenes/Campeonex.jpg;Nuestro equipo de "campeones" abandona el baloncesto para adentrarse por error en el fascinante mundo del atletismo de la mano de una entrenadora novata. Entre las duras exigencias de la nueva disciplina y la sorprendente capacidad de la entrenadora para atraer todo tipo de desgracias y calamidades, todo acabará saliendo del revés.;COMEDIA;2h 4m;Elisa Hipólito
Trolls3;TROLLS3;imagenes/Trolls3.jpg;imagenes/PortadaTrolls3.jpg;Poppy y Branch son oficialmente, por fin, pareja.A medida que se relacionan, Poppy descubre que Branch tiene un pasado secreto. Una vez formó parte de su fenómeno boyband favorito, BroZone, con sus cuatro hermanos: Floyd, John Dory, Spruce y Clay. BroZone se disolvió cuando Branch era todavía un bebé, al igual que la familia, y Branch no ha vuelto a ver a sus hermanos desde entonces. Pero cuando Floyd, el hermano de Branch, es secuestrado por sus talentos musicales por un par de nefastos villanos estrellas del pop, Velvet y Veneer, Branch y Poppy se embarcan en un angustioso y emotivo viaje para reunir a los otros hermanos y rescatar a Floyd de un destino aún peor que la oscuridad de la cultura pop.;ANIMACION;1h 31m;Justin Timberlake
